Sat Feb 10 04:07:42 2024    profile_result.prof

         475501 function calls (461770 primitive calls) in 1.836 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\mock.py:293(_Sentinel)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\mock.py:394(Base)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\mock.py:2891(PropertyMock)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\_distutils_hack\__init__.py:121(create_module)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\enum.py:1221(name)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\codeop.py:114(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:765(info)
        5    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:2576(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\utils\path.py:199(get_xdg_dir)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\logger.py:58(_set_mode)
        1    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\zmq\sugar\version.py:46(pyzmq_version_info)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\qtconsole\console_widget.py:2420(_set_continuation_prompt)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\qtconsole\kill_ring.py:21(clear)
        2    0.000    0.000    0.000    0.000 {built-in method setCaretWidth}
        1    0.000    0.000    0.000    0.000 {built-in method setTabWidth}
        1    0.000    0.000    0.000    0.000 {built-in method rect}
        1    0.000    0.000    0.000    0.000 {built-in method setPointSize}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Future' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
        5    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\debugger.py:33(_reset_tcp_pos)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\__init__.py:242(sic)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_deprecation_warning.py:1(SetuptoolsDeprecationWarning)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_distutils\fancy_getopt.py:449(OptionDummy)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\configparser.py:1242(SafeConfigParser)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_distutils\log.py:16(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\configparser.py:181(NoSectionError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:192(_should_enable_warnings)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\exceptions.py:220(ParseException)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:143(LatinA)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:149(LatinB)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:155(Greek)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:195(Cyrillic)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:208(Chinese)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:242(Hiragana)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:254(Katakana)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:268(Hangul)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:2273(Empty)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3523(StringEnd)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:4672(Located)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\errors.py:32(RemovedCommandError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\jaraco\text\__init__.py:229(Splitter)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\jaraco\text\__init__.py:407(SeparatedValues)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:933(EWWhiteSpaceTerminal)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\mock.py:40(InvalidSpecError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\case.py:334(_OrderedChainMap)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\case.py:201(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\suite.py:375(_DebugResult)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\mock.py:2069(MagicMixin)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\mock.py:2388(_ANY)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\pathlib.py:94(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\__init__.py:2656(key)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\pyparsing\results.py:434(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\interactiveshell.py:1303(init_sys_modules)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\qtconsole\console_widget.py:143(_font_family_default)
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Future' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_distutils\errors.py:12(DistutilsError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\configparser.py:216(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\configparser.py:340(MissingSectionHeaderError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\packaging\requirements.py:27(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\packaging\markers.py:36(InvalidMarker)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:769(parseImpl)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:300(Arabic)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:308(Hebrew)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:322(Devanagari)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3398(PositionToken)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\results.py:85(List)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3506(StringStart)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:4835(OneOrMore)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:4449(_IndentGreater)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:4899(_NullToken)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\packaging\markers.py:204(Undefined)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\packaging\utils.py:15(InvalidWheelFilename)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\packaging\utils.py:21(InvalidSdistFilename)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\packaging\version.py:54(InvalidVersion)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:446(ObsRoute)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:212(Token)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:943(_InvalidEwError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:217(EncodedWord)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\headerregistry.py:387(SingleAddressHeader)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:821(ContentType)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\jaraco\context.py:205(suppress)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\jaraco\functools.py:190(_special_method_cache)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\case.py:192(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\mock.py:2100(NonCallableMagicMock)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\mock.py:1053(_AnyComparer)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\mock.py:2933(_AsyncIterator)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\_collections_abc.py:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 c:\Users\Administrator\.vscode\extensions\ms-python.python-2022.20.2\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_constants.py:793(get_global_debugger)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:657(__hash__)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\pyparsing\core.py:769(parseImpl)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\pyparsing\helpers.py:403(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\page.py:47(as_hook)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\history.py:180(_default_connection_options)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\asyncio\windows_events.py:434(set_loop)
        4    0.000    0.000    0.000    0.000 C:\Python311\Lib\asyncio\proactor_events.py:876(_process_events)
        1    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\zmq\sugar\poll.py:22(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method currentIndex}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of 'nt.ScandirIterator' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
        1    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        2    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\queues.py:47(QueueEmpty)
        1    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\gen.py:111(KeyReuseError)
        1    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\gen.py:115(UnknownKeyError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_distutils\errors.py:18(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_distutils\errors.py:25(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_distutils\errors.py:55(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_distutils\errors.py:73(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_distutils\errors.py:95(DistutilsTemplateError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\configparser.py:190(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\configparser.py:243(NoOptionError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\configparser.py:254(InterpolationError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\configparser.py:264(InterpolationMissingOptionError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\configparser.py:284(InterpolationDepthError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\dist.py:1220(DistDeprecationWarning)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\util.py:102(_FifoCache)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\util.py:164(UnboundedMemo)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\exceptions.py:240(ParseFatalException)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:2344(_SingleCharLiteral)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\packaging\specifiers.py:33(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\packaging\_manylinux.py:17(_InvalidELFFileHeader)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\packaging\markers.py:79(Op)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\packaging\markers.py:74(Value)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\packaging\markers.py:69(Variable)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\errors.py:42(PackageDiscoveryError)
